month_label,2025,2026
Jan,13292000,13586000
Feb,12263000,12778000
Mar,13761000,14883000
Apr,14066000,
May,14427000,
Jun,13175000,
Jul,13687000,
Aug,14423000,
Sep,14638000,
Oct,15048000,
Nov,12894000,
Dec,12533000,
