month_label,2025,2026
Jan,92907,110730
Feb,81669,101935
Mar,94916,124966
Apr,103086,133860
May,106006,
Jun,120578,
Jul,132805,
Aug,125407,
Sep,121621,
Oct,120127,
Nov,99471,
Dec,106975,
